Fecha,Tipo de cambio
07/11/2013,"9,79"
06/11/2013,"9,83"
05/11/2013,"9,83"
04/11/2013,"9,88"
01/11/2013,"9,93"
31/10/2013,"9,92"
30/10/2013,"9,93"
29/10/2013,"9,88"
28/10/2013,"9,75"
23/10/2013,"10,05"
22/10/2013,"10,05"
21/10/2013,"9,9"
18/10/2013,"9,88"
17/10/2013,"9,85"
16/10/2013,"9,76"
15/10/2013,"9,6"
11/10/2013,"9,72"
10/10/2013,"9,77"
09/10/2013,"9,7"
08/10/2013,"9,62"
07/10/2013,"9,55"
04/10/2013,"9,55"
03/10/2013,"9,6"
02/10/2013,"9,57"
01/10/2013,"9,53"
30/09/2013,"9,48"
27/09/2013,"9,53"
26/09/2013,"9,5"
25/09/2013,"9,45"
24/09/2013,"9,39"
23/09/2013,"9,37"
20/09/2013,"9,35"
19/09/2013,"9,35"
18/09/2013,"9,33"
17/09/2013,"9,33"
16/09/2013,"9,25"
13/09/2013,"9,25"
12/09/2013,"9,22"
11/09/2013,"9,21"
10/09/2013,"9,18"
09/09/2013,"9,22"
06/09/2013,"9,22"
05/09/2013,"9,23"
04/09/2013,"9,2"
03/09/2013,"9,2"
02/09/2013,"9,22"
30/08/2013,"9,25"
29/08/2013,"9,38"
28/08/2013,"9,38"
27/08/2013,"9,41"
26/08/2013,"9,03"
23/08/2013,"8,99"
22/08/2013,"8,95"
21/08/2013,"8,89"
20/08/2013,"8,86"
16/08/2013,"8,85"
15/08/2013,"8,85"
14/08/2013,"8,85"
13/08/2013,"8,74"
12/08/2013,"8,72"
09/08/2013,"8,78"
07/08/2013,"8,6"
06/08/2013,"8,58"
05/08/2013,"8,56"
02/08/2013,"8,56"
01/08/2013,"8,54"
31/07/2013,"8,53"
30/07/2013,"8,53"
29/07/2013,"8,53"
26/07/2013,"8,51"
25/07/2013,"8,51"
24/07/2013,"8,58"
23/07/2013,"8,5"
22/07/2013,"8,5"
19/07/2013,"8,52"
18/07/2013,"8,57"
17/07/2013,"8,75"
16/07/2013,"8,75"
15/07/2013,"8,58"
12/07/2013,"8,35"
11/07/2013,"8,2"
10/07/2013,"8,09"
08/07/2013,"7,98"
05/07/2013,"7,97"
04/07/2013,"7,98"
03/07/2013,"7,95"
02/07/2013,"7,93"
01/07/2013,"7,98"
28/06/2013,"8,05"
27/06/2013,"8,05"
26/06/2013,"8,05"
25/06/2013,"8,05"
24/06/2013,"8,05"
19/06/2013,"7,98"
18/06/2013,"7,86"
17/06/2013,8
14/06/2013,8
13/06/2013,8
12/06/2013,"8,25"
11/06/2013,"8,57"
10/06/2013,"8,57"
07/06/2013,"8,57"
06/06/2013,"8,57"
05/06/2013,"8,55"
04/06/2013,"8,5"
03/06/2013,"8,6"
31/05/2013,"8,8"
30/05/2013,"8,87"
29/05/2013,"8,88"
28/05/2013,"8,88"
27/05/2013,"8,93"
24/05/2013,"8,95"
23/05/2013,"8,8"
22/05/2013,"8,43"
21/05/2013,"8,58"
20/05/2013,"8,9"
17/05/2013,"8,95"
16/05/2013,"8,95"
15/05/2013,"9,05"
14/05/2013,"9,2"
13/05/2013,"10,03"
10/05/2013,"10,03"
09/05/2013,"10,03"
08/05/2013,"10,45"
07/05/2013,"10,08"
06/05/2013,"9,87"
03/05/2013,"9,88"
02/05/2013,"9,63"
30/04/2013,"9,4"
29/04/2013,"9,3"
26/04/2013,"9,34"
25/04/2013,"9,2"
24/04/2013,"8,94"
23/04/2013,"8,86"
22/04/2013,"8,67"
19/04/2013,"8,63"
18/04/2013,"8,66"
17/04/2013,"8,7"
16/04/2013,"8,52"
15/04/2013,"8,42"
12/04/2013,"8,43"
11/04/2013,"8,44"
10/04/2013,"8,39"
09/04/2013,"8,37"
08/04/2013,"8,33"
05/04/2013,"8,4"
04/04/2013,"8,32"
03/04/2013,"8,3"
27/03/2013,"8,43"
26/03/2013,"8,3"
25/03/2013,"8,27"
22/03/2013,"8,48"
21/03/2013,"8,45"
20/03/2013,"8,75"
19/03/2013,"8,27"
18/03/2013,"8,08"
15/03/2013,"8,05"
14/03/2013,"7,99"
13/03/2013,"7,92"
12/03/2013,"7,84"
11/03/2013,"7,82"
08/03/2013,"7,83"
07/03/2013,"7,82"
06/03/2013,"7,83"
05/03/2013,"7,82"
04/03/2013,"7,82"
01/03/2013,"7,84"
28/02/2013,"7,84"
27/02/2013,"7,82"
26/02/2013,"7,82"
25/02/2013,"7,78"
22/02/2013,"7,8"
21/02/2013,"7,83"
19/02/2013,"7,81"
18/02/2013,"7,7"
15/02/2013,"7,71"
14/02/2013,"7,66"
13/02/2013,"7,65"
08/02/2013,"7,67"
07/02/2013,"7,68"
06/02/2013,"7,7"
05/02/2013,"7,59"
04/02/2013,"7,72"
01/02/2013,"7,92"
30/01/2013,"7,92"
29/01/2013,"7,8"
28/01/2013,"7,66"
25/01/2013,"7,62"
24/01/2013,"7,56"
23/01/2013,"7,52"
22/01/2013,"7,43"
21/01/2013,"7,44"
18/01/2013,"7,48"
17/01/2013,"7,51"
16/01/2013,"7,5"
15/01/2013,"7,36"
14/01/2013,"7,25"
11/01/2013,"7,2"
10/01/2013,"7,25"
09/01/2013,"7,12"
08/01/2013,"7,05"
07/01/2013,"7,04"
04/01/2013,"7,04"
03/01/2013,"7,07"
02/01/2013,"6,91"
