fecha,ano,trimestre,mes_aprox,barrio,comuna,grupo_comuna,ambientes,estado,precio_prom_usd
2012-02-01,2012,1,2,Palermo,14,Premium,3 ambientes,Usado,2608
2012-02-01,2012,1,2,Palermo,14,Premium,3 ambientes,A estrer,2748
2012-02-01,2012,1,2,Villa Crespo,15,Emergentes,2 ambientes,Usado,2157
2012-02-01,2012,1,2,Chacarita,15,Emergentes,3 ambientes,Usado,2056
2012-02-01,2012,1,2,Villa Crespo,15,Emergentes,3 ambientes,Usado,1923
2012-05-01,2012,2,5,San Nicolas,1,Otras,2 ambientes,Usado,2074
2012-05-01,2012,2,5,Recoleta,2,Premium,2 ambientes,Usado,2804
2012-05-01,2012,2,5,Recoleta,2,Premium,3 ambientes,Usado,2535
2012-05-01,2012,2,5,Balvanera,3,Otras,2 ambientes,Usado,1951
2012-05-01,2012,2,5,Balvanera,3,Otras,3 ambientes,Usado,1713
2012-05-01,2012,2,5,Almagro,5,Otras,2 ambientes,Usado,2088
2012-05-01,2012,2,5,Almagro,5,Otras,3 ambientes,Usado,1924
2012-05-01,2012,2,5,Caballito,6,Emergentes,2 ambientes,Usado,2209
2012-05-01,2012,2,5,Caballito,6,Emergentes,3 ambientes,Usado,2070
2012-05-01,2012,2,5,Caballito,6,Emergentes,3 ambientes,A estrer,2426
2012-05-01,2012,2,5,Flores,7,Otras,2 ambientes,Usado,1836
2012-05-01,2012,2,5,Parque Chacabuco,7,Otras,2 ambientes,Usado,2127
2012-05-01,2012,2,5,Flores,7,Otras,3 ambientes,Usado,1633
2012-05-01,2012,2,5,Villa Lugano,8,Periféricas,3 ambientes,Usado,837
2012-05-01,2012,2,5,Floresta,10,Otras,2 ambientes,Usado,1900
2012-05-01,2012,2,5,Floresta,10,Otras,3 ambientes,Usado,1559
2012-05-01,2012,2,5,Monte Castro,10,Otras,3 ambientes,A estrer,2212
2012-05-01,2012,2,5,Villa Del Parque,11,Otras,2 ambientes,Usado,2005
2012-05-01,2012,2,5,Villa Del Parque,11,Otras,3 ambientes,Usado,2179
2012-05-01,2012,2,5,Villa Devoto,11,Otras,3 ambientes,Usado,2270
2012-05-01,2012,2,5,Villa Gral. Mitre,11,Otras,3 ambientes,Usado,1676
2012-05-01,2012,2,5,Villa Devoto,11,Otras,3 ambientes,A estrer,2037
2012-05-01,2012,2,5,Saavedra,12,Otras,2 ambientes,Usado,2274
2012-05-01,2012,2,5,Villa Urquiza,12,Otras,2 ambientes,Usado,2184
2012-05-01,2012,2,5,Villa Urquiza,12,Otras,3 ambientes,Usado,2191
2012-05-01,2012,2,5,Villa Urquiza,12,Otras,3 ambientes,A estrer,2580
2012-05-01,2012,2,5,Saavedra,12,Otras,3 ambientes,A estrer,2117
2012-05-01,2012,2,5,Villa Pueyrredon,12,Otras,3 ambientes,A estrer,1945
2012-05-01,2012,2,5,Villa Urquiza,12,Otras,3 ambientes,A estrer,2530
2012-05-01,2012,2,5,Belgrano,13,Premium,2 ambientes,Usado,2603
2012-05-01,2012,2,5,Belgrano,13,Premium,3 ambientes,Usado,2468
2012-05-01,2012,2,5,Nuñez,13,Premium,3 ambientes,Usado,2371
2012-05-01,2012,2,5,Palermo,14,Premium,2 ambientes,Usado,2825
2012-05-01,2012,2,5,Palermo,14,Premium,3 ambientes,Usado,2623
2012-05-01,2012,2,5,Palermo,14,Premium,3 ambientes,A estrer,3034
2012-05-01,2012,2,5,Villa Crespo,15,Emergentes,2 ambientes,Usado,2144
2012-05-01,2012,2,5,Villa Ortuzar,15,Emergentes,2 ambientes,Usado,1809
2012-05-01,2012,2,5,Chacarita,15,Emergentes,3 ambientes,Usado,2242
2012-05-01,2012,2,5,Villa Crespo,15,Emergentes,3 ambientes,Usado,1929
2012-05-01,2012,2,5,Villa Crespo,15,Emergentes,3 ambientes,A estrer,2123
2012-08-01,2012,3,8,Recoleta,2,Premium,3 ambientes,Usado,2709
2012-08-01,2012,3,8,Balvanera,3,Otras,2 ambientes,Usado,1651
2012-08-01,2012,3,8,Balvanera,3,Otras,3 ambientes,Usado,1709
2012-08-01,2012,3,8,Barracas,4,Otras,2 ambientes,Usado,2093
2012-08-01,2012,3,8,Barracas,4,Otras,3 ambientes,Usado,2098
2012-08-01,2012,3,8,Almagro,5,Otras,2 ambientes,Usado,1974
2012-08-01,2012,3,8,Almagro,5,Otras,3 ambientes,Usado,2060
2012-08-01,2012,3,8,Caballito,6,Emergentes,2 ambientes,Usado,2145
2012-08-01,2012,3,8,Caballito,6,Emergentes,3 ambientes,Usado,1979
2012-08-01,2012,3,8,Caballito,6,Emergentes,3 ambientes,A estrer,2444
2012-08-01,2012,3,8,Flores,7,Otras,2 ambientes,Usado,1953
2012-08-01,2012,3,8,Flores,7,Otras,3 ambientes,Usado,1691
2012-08-01,2012,3,8,Villa Del Parque,11,Otras,2 ambientes,Usado,2048
2012-08-01,2012,3,8,Villa Del Parque,11,Otras,3 ambientes,Usado,2167
2012-08-01,2012,3,8,Villa Devoto,11,Otras,3 ambientes,Usado,1881
2012-08-01,2012,3,8,Saavedra,12,Otras,2 ambientes,Usado,2051
2012-08-01,2012,3,8,Villa Urquiza,12,Otras,2 ambientes,Usado,2367
2012-08-01,2012,3,8,Villa Urquiza,12,Otras,3 ambientes,Usado,2371
2012-08-01,2012,3,8,Villa Urquiza,12,Otras,3 ambientes,A estrer,2556
2012-08-01,2012,3,8,Belgrano,13,Premium,2 ambientes,Usado,2534
2012-08-01,2012,3,8,Belgrano,13,Premium,3 ambientes,Usado,2433
2012-08-01,2012,3,8,Palermo,14,Premium,2 ambientes,Usado,2799
2012-08-01,2012,3,8,Palermo,14,Premium,3 ambientes,Usado,2681
2012-08-01,2012,3,8,Palermo,14,Premium,3 ambientes,A estrer,3050
2012-08-01,2012,3,8,Villa Crespo,15,Emergentes,2 ambientes,Usado,2142
2012-08-01,2012,3,8,Villa Crespo,15,Emergentes,3 ambientes,Usado,2074
2012-11-01,2012,4,11,Recoleta,2,Premium,2 ambientes,Usado,3116
2012-11-01,2012,4,11,Recoleta,2,Premium,3 ambientes,Usado,2704
2012-11-01,2012,4,11,Balvanera,3,Otras,2 ambientes,Usado,1689
2012-11-01,2012,4,11,Balvanera,3,Otras,3 ambientes,Usado,1528
2012-11-01,2012,4,11,Almagro,5,Otras,2 ambientes,Usado,2117
2012-11-01,2012,4,11,Almagro,5,Otras,3 ambientes,Usado,2079
2012-11-01,2012,4,11,Caballito,6,Emergentes,2 ambientes,Usado,2131
2012-11-01,2012,4,11,Caballito,6,Emergentes,3 ambientes,Usado,2008
2012-11-01,2012,4,11,Flores,7,Otras,2 ambientes,Usado,2043
2012-11-01,2012,4,11,Flores,7,Otras,3 ambientes,Usado,1693
2012-11-01,2012,4,11,Villa Lugano,8,Periféricas,3 ambientes,Usado,990
2012-11-01,2012,4,11,Liniers,9,Periféricas,3 ambientes,A estrer,1701
2012-11-01,2012,4,11,Floresta,10,Otras,3 ambientes,Usado,1594
2012-11-01,2012,4,11,Villa Del Parque,11,Otras,2 ambientes,Usado,1809
2012-11-01,2012,4,11,Villa Del Parque,11,Otras,3 ambientes,Usado,1952
2012-11-01,2012,4,11,Villa Devoto,11,Otras,3 ambientes,Usado,1928
2012-11-01,2012,4,11,Villa Santa Rita,11,Otras,3 ambientes,Usado,1854
2012-11-01,2012,4,11,Villa Urquiza,12,Otras,2 ambientes,Usado,2343
2012-11-01,2012,4,11,Villa Urquiza,12,Otras,3 ambientes,Usado,2135
2012-11-01,2012,4,11,Villa Urquiza,12,Otras,3 ambientes,A estrer,2513
2012-11-01,2012,4,11,Villa Urquiza,12,Otras,3 ambientes,A estrer,2540
2012-11-01,2012,4,11,Belgrano,13,Premium,2 ambientes,Usado,2292
2012-11-01,2012,4,11,Belgrano,13,Premium,3 ambientes,Usado,2500
2012-11-01,2012,4,11,Palermo,14,Premium,2 ambientes,Usado,2756
2012-11-01,2012,4,11,Palermo,14,Premium,3 ambientes,Usado,2742
2012-11-01,2012,4,11,Villa Crespo,15,Emergentes,2 ambientes,Usado,2250
2012-11-01,2012,4,11,Chacarita,15,Emergentes,3 ambientes,Usado,2214
2012-11-01,2012,4,11,Villa Crespo,15,Emergentes,3 ambientes,Usado,2048
2012-11-01,2012,4,11,Villa Crespo,15,Emergentes,3 ambientes,A estrer,2253
2013-02-01,2013,1,2,Recoleta,2,Premium,2 ambientes,Usado,2805
2013-02-01,2013,1,2,Recoleta,2,Premium,3 ambientes,Usado,2413
2013-02-01,2013,1,2,Balvanera,3,Otras,2 ambientes,Usado,1709
2013-02-01,2013,1,2,Almagro,5,Otras,2 ambientes,Usado,2386
2013-02-01,2013,1,2,Almagro,5,Otras,3 ambientes,Usado,2005
2013-02-01,2013,1,2,Caballito,6,Emergentes,2 ambientes,Usado,2211
2013-02-01,2013,1,2,Caballito,6,Emergentes,3 ambientes,Usado,1984
2013-02-01,2013,1,2,Monte Castro,10,Otras,3 ambientes,A estrer,1884
2013-02-01,2013,1,2,Villa Del Parque,11,Otras,2 ambientes,Usado,2124
2013-02-01,2013,1,2,Villa Devoto,11,Otras,2 ambientes,Usado,1847
2013-02-01,2013,1,2,Villa Devoto,11,Otras,3 ambientes,Usado,1836
2013-02-01,2013,1,2,Villa Urquiza,12,Otras,3 ambientes,Usado,2419
2013-02-01,2013,1,2,Villa Urquiza,12,Otras,3 ambientes,A estrer,2586
2013-02-01,2013,1,2,Villa Urquiza,12,Otras,3 ambientes,A estrer,2644
2013-02-01,2013,1,2,Belgrano,13,Premium,3 ambientes,Usado,2538
2013-02-01,2013,1,2,Palermo,14,Premium,2 ambientes,Usado,2798
2013-02-01,2013,1,2,Palermo,14,Premium,3 ambientes,Usado,2621
2013-02-01,2013,1,2,Palermo,14,Premium,3 ambientes,A estrer,3072
2013-02-01,2013,1,2,Villa Crespo,15,Emergentes,2 ambientes,Usado,2307
2013-02-01,2013,1,2,Villa Crespo,15,Emergentes,3 ambientes,Usado,2063
2013-05-01,2013,2,5,Recoleta,2,Premium,2 ambientes,Usado,2619
2013-05-01,2013,2,5,Recoleta,2,Premium,3 ambientes,Usado,2622
2013-05-01,2013,2,5,Balvanera,3,Otras,2 ambientes,Usado,1733
2013-05-01,2013,2,5,Balvanera,3,Otras,3 ambientes,Usado,1715
2013-05-01,2013,2,5,Almagro,5,Otras,2 ambientes,Usado,2296
2013-05-01,2013,2,5,Almagro,5,Otras,3 ambientes,Usado,1964
2013-05-01,2013,2,5,Caballito,6,Emergentes,2 ambientes,Usado,2194
2013-05-01,2013,2,5,Caballito,6,Emergentes,3 ambientes,Usado,2158
2013-05-01,2013,2,5,Caballito,6,Emergentes,3 ambientes,A estrer,2160
2013-05-01,2013,2,5,Flores,7,Otras,2 ambientes,Usado,1811
2013-05-01,2013,2,5,Flores,7,Otras,3 ambientes,Usado,1721
2013-05-01,2013,2,5,Parque Avellaneda,9,Periféricas,3 ambientes,Usado,1681
2013-05-01,2013,2,5,Villa Urquiza,12,Otras,2 ambientes,Usado,2367
2013-05-01,2013,2,5,Villa Urquiza,12,Otras,3 ambientes,Usado,2416
2013-05-01,2013,2,5,Villa Urquiza,12,Otras,3 ambientes,A estrer,2468
2013-05-01,2013,2,5,Saavedra,12,Otras,3 ambientes,A estrer,2314
2013-05-01,2013,2,5,Villa Pueyrredon,12,Otras,3 ambientes,A estrer,1921
2013-05-01,2013,2,5,Villa Urquiza,12,Otras,3 ambientes,A estrer,2372
2013-05-01,2013,2,5,Belgrano,13,Premium,2 ambientes,Usado,2697
2013-05-01,2013,2,5,Belgrano,13,Premium,3 ambientes,Usado,2496
2013-05-01,2013,2,5,Nuñez,13,Premium,3 ambientes,A estrer,3093
2013-05-01,2013,2,5,Palermo,14,Premium,2 ambientes,Usado,2771
2013-05-01,2013,2,5,Palermo,14,Premium,3 ambientes,Usado,2596
2013-05-01,2013,2,5,Palermo,14,Premium,3 ambientes,A estrer,3141
2013-05-01,2013,2,5,Chacarita,15,Emergentes,3 ambientes,Usado,2319
2013-05-01,2013,2,5,Villa Crespo,15,Emergentes,3 ambientes,Usado,1909
2013-05-01,2013,2,5,Villa Crespo,15,Emergentes,3 ambientes,A estrer,2251
2013-08-01,2013,3,8,Recoleta,2,Premium,2 ambientes,Usado,2836
2013-08-01,2013,3,8,Recoleta,2,Premium,3 ambientes,Usado,2657
2013-08-01,2013,3,8,Balvanera,3,Otras,2 ambientes,Usado,1793
2013-08-01,2013,3,8,Balvanera,3,Otras,3 ambientes,Usado,1573
2013-08-01,2013,3,8,Almagro,5,Otras,2 ambientes,Usado,2196
2013-08-01,2013,3,8,Almagro,5,Otras,3 ambientes,Usado,2270
2013-08-01,2013,3,8,Caballito,6,Emergentes,2 ambientes,Usado,2105
2013-08-01,2013,3,8,Caballito,6,Emergentes,3 ambientes,Usado,2052
2013-08-01,2013,3,8,Caballito,6,Emergentes,3 ambientes,A estrer,2208
2013-08-01,2013,3,8,Flores,7,Otras,2 ambientes,Usado,1791
2013-08-01,2013,3,8,Flores,7,Otras,3 ambientes,Usado,1750
2013-08-01,2013,3,8,Flores,7,Otras,3 ambientes,A estrer,1850
2013-08-01,2013,3,8,Mataderos,9,Periféricas,2 ambientes,Usado,1609
2013-08-01,2013,3,8,Mataderos,9,Periféricas,3 ambientes,A estrer,2139
2013-08-01,2013,3,8,Monte Castro,10,Otras,2 ambientes,Usado,1961
2013-08-01,2013,3,8,Villa Luro,10,Otras,3 ambientes,Usado,2057
2013-08-01,2013,3,8,Villa Del Parque,11,Otras,2 ambientes,Usado,2030
2013-08-01,2013,3,8,Villa Devoto,11,Otras,2 ambientes,Usado,2075
2013-08-01,2013,3,8,Villa Santa Rita,11,Otras,2 ambientes,Usado,2042
2013-08-01,2013,3,8,Villa Del Parque,11,Otras,3 ambientes,Usado,2073
2013-08-01,2013,3,8,Villa Devoto,11,Otras,3 ambientes,Usado,1949
2013-08-01,2013,3,8,Villa Gral. Mitre,11,Otras,3 ambientes,Usado,1849
2013-08-01,2013,3,8,Villa Devoto,11,Otras,3 ambientes,A estrer,2226
2013-08-01,2013,3,8,Villa Santa Rita,11,Otras,3 ambientes,A estrer,1981
2013-08-01,2013,3,8,Saavedra,12,Otras,2 ambientes,Usado,2417
2013-08-01,2013,3,8,Villa Urquiza,12,Otras,2 ambientes,Usado,2318
2013-08-01,2013,3,8,Saavedra,12,Otras,3 ambientes,Usado,2622
2013-08-01,2013,3,8,Villa Pueyrredon,12,Otras,3 ambientes,Usado,1813
2013-08-01,2013,3,8,Villa Urquiza,12,Otras,3 ambientes,Usado,2304
2013-08-01,2013,3,8,Villa Urquiza,12,Otras,3 ambientes,A estrer,2540
2013-08-01,2013,3,8,Saavedra,12,Otras,3 ambientes,A estrer,2293
2013-08-01,2013,3,8,Villa Urquiza,12,Otras,3 ambientes,A estrer,2353
2013-08-01,2013,3,8,Belgrano,13,Premium,2 ambientes,Usado,2366
2013-08-01,2013,3,8,Belgrano,13,Premium,3 ambientes,Usado,2357
2013-08-01,2013,3,8,Palermo,14,Premium,2 ambientes,Usado,2590
2013-08-01,2013,3,8,Palermo,14,Premium,3 ambientes,Usado,2610
2013-08-01,2013,3,8,Villa Crespo,15,Emergentes,2 ambientes,Usado,2152
2013-08-01,2013,3,8,Villa Crespo,15,Emergentes,3 ambientes,Usado,2022
2013-08-01,2013,3,8,Villa Crespo,15,Emergentes,3 ambientes,A estrer,2285
2013-11-01,2013,4,11,Recoleta,2,Premium,2 ambientes,Usado,2636
2013-11-01,2013,4,11,Recoleta,2,Premium,3 ambientes,Usado,2685
2013-11-01,2013,4,11,Balvanera,3,Otras,2 ambientes,Usado,1764
2013-11-01,2013,4,11,Balvanera,3,Otras,3 ambientes,Usado,1694
2013-11-01,2013,4,11,Barracas,4,Otras,2 ambientes,Usado,2078
2013-11-01,2013,4,11,Barracas,4,Otras,3 ambientes,Usado,2087
2013-11-01,2013,4,11,Almagro,5,Otras,2 ambientes,Usado,2154
2013-11-01,2013,4,11,Almagro,5,Otras,3 ambientes,Usado,2155
2013-11-01,2013,4,11,Almagro,5,Otras,3 ambientes,A estrer,2268
2013-11-01,2013,4,11,Caballito,6,Emergentes,2 ambientes,Usado,2092
2013-11-01,2013,4,11,Caballito,6,Emergentes,3 ambientes,Usado,2091
2013-11-01,2013,4,11,Caballito,6,Emergentes,3 ambientes,A estrer,2366
2013-11-01,2013,4,11,Flores,7,Otras,2 ambientes,Usado,1972
2013-11-01,2013,4,11,Flores,7,Otras,3 ambientes,Usado,1831
2013-11-01,2013,4,11,Flores,7,Otras,3 ambientes,A estrer,1898
2013-11-01,2013,4,11,Villa Lugano,8,Periféricas,3 ambientes,Usado,966
2013-11-01,2013,4,11,Mataderos,9,Periféricas,2 ambientes,Usado,1703
2013-11-01,2013,4,11,Liniers,9,Periféricas,3 ambientes,Usado,1504
2013-11-01,2013,4,11,Mataderos,9,Periféricas,3 ambientes,Usado,1551
2013-11-01,2013,4,11,Liniers,9,Periféricas,3 ambientes,A estrer,2083
2013-11-01,2013,4,11,Mataderos,9,Periféricas,3 ambientes,A estrer,2170
2013-11-01,2013,4,11,Floresta,10,Otras,2 ambientes,Usado,1944
2013-11-01,2013,4,11,Monte Castro,10,Otras,2 ambientes,Usado,1916
2013-11-01,2013,4,11,Velez Sarsfield,10,Otras,2 ambientes,Usado,1824
2013-11-01,2013,4,11,Floresta,10,Otras,3 ambientes,Usado,1704
2013-11-01,2013,4,11,Villa Del Parque,11,Otras,2 ambientes,Usado,2000
2013-11-01,2013,4,11,Villa Devoto,11,Otras,2 ambientes,Usado,2320
2013-11-01,2013,4,11,Villa Del Parque,11,Otras,3 ambientes,Usado,2021
2013-11-01,2013,4,11,Villa Devoto,11,Otras,3 ambientes,Usado,2166
2013-11-01,2013,4,11,Villa Gral. Mitre,11,Otras,3 ambientes,Usado,1991
2013-11-01,2013,4,11,Villa Del Parque,11,Otras,3 ambientes,A estrer,2247
2013-11-01,2013,4,11,Villa Devoto,11,Otras,3 ambientes,A estrer,2100
2013-11-01,2013,4,11,Saavedra,12,Otras,2 ambientes,Usado,2127
2013-11-01,2013,4,11,Villa Urquiza,12,Otras,2 ambientes,Usado,2406
2013-11-01,2013,4,11,Saavedra,12,Otras,3 ambientes,Usado,2558
2013-11-01,2013,4,11,Villa Urquiza,12,Otras,3 ambientes,Usado,2414
2013-11-01,2013,4,11,Villa Urquiza,12,Otras,3 ambientes,A estrer,2220
2013-11-01,2013,4,11,Saavedra,12,Otras,3 ambientes,A estrer,2275
2013-11-01,2013,4,11,Villa Pueyrredon,12,Otras,3 ambientes,A estrer,2050
2013-11-01,2013,4,11,Villa Urquiza,12,Otras,3 ambientes,A estrer,2222
2013-11-01,2013,4,11,Belgrano,13,Premium,2 ambientes,Usado,2555
2013-11-01,2013,4,11,Belgrano,13,Premium,3 ambientes,Usado,2345
2013-11-01,2013,4,11,Colegiales,13,Premium,3 ambientes,Usado,2451
2013-11-01,2013,4,11,Nuñez,13,Premium,3 ambientes,Usado,2592
2013-11-01,2013,4,11,Palermo,14,Premium,2 ambientes,Usado,2764
2013-11-01,2013,4,11,Palermo,14,Premium,3 ambientes,Usado,2617
2013-11-01,2013,4,11,Palermo,14,Premium,3 ambientes,A estrer,3124
2013-11-01,2013,4,11,Villa Crespo,15,Emergentes,2 ambientes,Usado,2206
2013-11-01,2013,4,11,Villa Crespo,15,Emergentes,3 ambientes,Usado,2172
2013-11-01,2013,4,11,Villa Crespo,15,Emergentes,3 ambientes,A estrer,2200
2014-02-01,2014,1,2,Recoleta,2,Premium,2 ambientes,Usado,2504
2014-02-01,2014,1,2,Recoleta,2,Premium,3 ambientes,Usado,2574
2014-02-01,2014,1,2,Balvanera,3,Otras,2 ambientes,Usado,1787
2014-02-01,2014,1,2,Balvanera,3,Otras,3 ambientes,Usado,1623
2014-02-01,2014,1,2,Almagro,5,Otras,2 ambientes,Usado,2115
2014-02-01,2014,1,2,Almagro,5,Otras,3 ambientes,Usado,1989
2014-02-01,2014,1,2,Caballito,6,Emergentes,2 ambientes,Usado,2091
2014-02-01,2014,1,2,Caballito,6,Emergentes,3 ambientes,Usado,2159
2014-02-01,2014,1,2,Flores,7,Otras,2 ambientes,Usado,2003
2014-02-01,2014,1,2,Flores,7,Otras,3 ambientes,Usado,1776
2014-02-01,2014,1,2,Mataderos,9,Periféricas,2 ambientes,Usado,1778
2014-02-01,2014,1,2,Liniers,9,Periféricas,3 ambientes,Usado,1603
2014-02-01,2014,1,2,Mataderos,9,Periféricas,3 ambientes,Usado,1597
2014-02-01,2014,1,2,Mataderos,9,Periféricas,3 ambientes,A estrer,2161
2014-02-01,2014,1,2,Floresta,10,Otras,2 ambientes,Usado,1740
2014-02-01,2014,1,2,Villa Del Parque,11,Otras,2 ambientes,Usado,2101
2014-02-01,2014,1,2,Villa Devoto,11,Otras,2 ambientes,Usado,2177
2014-02-01,2014,1,2,Villa Santa Rita,11,Otras,2 ambientes,Usado,1970
2014-02-01,2014,1,2,Villa Del Parque,11,Otras,3 ambientes,Usado,1841
2014-02-01,2014,1,2,Villa Devoto,11,Otras,3 ambientes,A estrer,1945
2014-02-01,2014,1,2,Villa Urquiza,12,Otras,2 ambientes,Usado,2234
2014-02-01,2014,1,2,Villa Urquiza,12,Otras,3 ambientes,Usado,2249
2014-02-01,2014,1,2,Villa Urquiza,12,Otras,3 ambientes,A estrer,2438
2014-02-01,2014,1,2,Saavedra,12,Otras,3 ambientes,A estrer,2400
2014-02-01,2014,1,2,Villa Urquiza,12,Otras,3 ambientes,A estrer,2277
2014-02-01,2014,1,2,Belgrano,13,Premium,2 ambientes,Usado,2543
2014-02-01,2014,1,2,Belgrano,13,Premium,3 ambientes,Usado,2678
2014-02-01,2014,1,2,Palermo,14,Premium,2 ambientes,Usado,2674
2014-02-01,2014,1,2,Palermo,14,Premium,3 ambientes,Usado,2584
2014-02-01,2014,1,2,Villa Crespo,15,Emergentes,2 ambientes,Usado,2178
2014-02-01,2014,1,2,Villa Crespo,15,Emergentes,3 ambientes,Usado,2105
2014-02-01,2014,1,2,Villa Crespo,15,Emergentes,3 ambientes,A estrer,2052
2014-05-01,2014,2,5,Recoleta,2,Premium,3 ambientes,Usado,2388
2014-05-01,2014,2,5,Balvanera,3,Otras,2 ambientes,Usado,1775
2014-05-01,2014,2,5,Balvanera,3,Otras,3 ambientes,Usado,1697
2014-05-01,2014,2,5,Almagro,5,Otras,2 ambientes,Usado,2130
2014-05-01,2014,2,5,Almagro,5,Otras,3 ambientes,Usado,2110
2014-05-01,2014,2,5,Boedo,5,Otras,3 ambientes,Usado,1693
2014-05-01,2014,2,5,Caballito,6,Emergentes,2 ambientes,Usado,2064
2014-05-01,2014,2,5,Caballito,6,Emergentes,3 ambientes,Usado,2099
2014-05-01,2014,2,5,Caballito,6,Emergentes,3 ambientes,A estrer,2466
2014-05-01,2014,2,5,Flores,7,Otras,2 ambientes,Usado,1786
2014-05-01,2014,2,5,Flores,7,Otras,3 ambientes,Usado,1709
2014-05-01,2014,2,5,Flores,7,Otras,3 ambientes,A estrer,2229
2014-05-01,2014,2,5,Flores,7,Otras,3 ambientes,A estrer,1985
2014-05-01,2014,2,5,Liniers,9,Periféricas,2 ambientes,Usado,1382
2014-05-01,2014,2,5,Mataderos,9,Periféricas,3 ambientes,Usado,1425
2014-05-01,2014,2,5,Liniers,9,Periféricas,3 ambientes,A estrer,1921
2014-05-01,2014,2,5,Mataderos,9,Periféricas,3 ambientes,A estrer,2014
2014-05-01,2014,2,5,Liniers,9,Periféricas,3 ambientes,A estrer,1893
2014-05-01,2014,2,5,Mataderos,9,Periféricas,3 ambientes,A estrer,1868
2014-05-01,2014,2,5,Floresta,10,Otras,3 ambientes,Usado,1618
2014-05-01,2014,2,5,Monte Castro,10,Otras,3 ambientes,A estrer,2028
2014-05-01,2014,2,5,Versalles,10,Otras,3 ambientes,A estrer,1979
2014-05-01,2014,2,5,Villa Devoto,11,Otras,2 ambientes,Usado,1906
2014-05-01,2014,2,5,Villa Devoto,11,Otras,3 ambientes,Usado,1901
2014-05-01,2014,2,5,Villa Devoto,11,Otras,3 ambientes,A estrer,2071
2014-05-01,2014,2,5,Villa Del Parque,11,Otras,3 ambientes,A estrer,2134
2014-05-01,2014,2,5,Villa Devoto,11,Otras,3 ambientes,A estrer,2224
2014-05-01,2014,2,5,Villa Urquiza,12,Otras,2 ambientes,Usado,2321
2014-05-01,2014,2,5,Saavedra,12,Otras,3 ambientes,Usado,2126
2014-05-01,2014,2,5,Villa Pueyrredon,12,Otras,3 ambientes,Usado,1976
2014-05-01,2014,2,5,Villa Urquiza,12,Otras,3 ambientes,Usado,2176
2014-05-01,2014,2,5,Villa Urquiza,12,Otras,3 ambientes,A estrer,2633
2014-05-01,2014,2,5,Saavedra,12,Otras,3 ambientes,A estrer,2219
2014-05-01,2014,2,5,Villa Pueyrredon,12,Otras,3 ambientes,A estrer,2044
2014-05-01,2014,2,5,Villa Urquiza,12,Otras,3 ambientes,A estrer,2336
2014-05-01,2014,2,5,Belgrano,13,Premium,2 ambientes,Usado,2373
2014-05-01,2014,2,5,Belgrano,13,Premium,3 ambientes,Usado,2415
2014-05-01,2014,2,5,Nuñez,13,Premium,3 ambientes,Usado,2379
2014-05-01,2014,2,5,Nuñez,13,Premium,3 ambientes,A estrer,2965
2014-05-01,2014,2,5,Palermo,14,Premium,2 ambientes,Usado,2501
2014-05-01,2014,2,5,Palermo,14,Premium,3 ambientes,Usado,2693
2014-05-01,2014,2,5,Villa Crespo,15,Emergentes,2 ambientes,Usado,2122
2014-05-01,2014,2,5,Villa Crespo,15,Emergentes,3 ambientes,Usado,2078
2014-05-01,2014,2,5,Villa Crespo,15,Emergentes,3 ambientes,A estrer,2153
2014-05-01,2014,2,5,Villa Ortuzar,15,Emergentes,3 ambientes,A estrer,2097
2014-08-01,2014,3,8,Recoleta,2,Premium,2 ambientes,Usado,2764
2014-08-01,2014,3,8,Recoleta,2,Premium,3 ambientes,Usado,2624
2014-08-01,2014,3,8,Balvanera,3,Otras,2 ambientes,Usado,1831
2014-08-01,2014,3,8,Balvanera,3,Otras,3 ambientes,Usado,1805
2014-08-01,2014,3,8,Boca,4,Otras,3 ambientes,Usado,1266
2014-08-01,2014,3,8,Almagro,5,Otras,2 ambientes,Usado,2046
2014-08-01,2014,3,8,Almagro,5,Otras,3 ambientes,Usado,1970
2014-08-01,2014,3,8,Caballito,6,Emergentes,2 ambientes,Usado,2118
2014-08-01,2014,3,8,Caballito,6,Emergentes,3 ambientes,Usado,2117
2014-08-01,2014,3,8,Caballito,6,Emergentes,3 ambientes,A estrer,2683
2014-08-01,2014,3,8,Caballito,6,Emergentes,3 ambientes,A estrer,2320
2014-08-01,2014,3,8,Flores,7,Otras,2 ambientes,Usado,1912
2014-08-01,2014,3,8,Flores,7,Otras,3 ambientes,Usado,1767
2014-08-01,2014,3,8,Parque Chacabuco,7,Otras,3 ambientes,Usado,1867
2014-08-01,2014,3,8,Flores,7,Otras,3 ambientes,A estrer,2074
2014-08-01,2014,3,8,Villa Lugano,8,Periféricas,3 ambientes,Usado,1146
2014-08-01,2014,3,8,Parque Avellaneda,9,Periféricas,2 ambientes,Usado,1825
2014-08-01,2014,3,8,Liniers,9,Periféricas,3 ambientes,Usado,1466
2014-08-01,2014,3,8,Parque Avellaneda,9,Periféricas,3 ambientes,Usado,1604
2014-08-01,2014,3,8,Mataderos,9,Periféricas,3 ambientes,A estrer,1930
2014-08-01,2014,3,8,Liniers,9,Periféricas,3 ambientes,A estrer,1883
2014-08-01,2014,3,8,Mataderos,9,Periféricas,3 ambientes,A estrer,2183
2014-08-01,2014,3,8,Floresta,10,Otras,3 ambientes,Usado,1639
2014-08-01,2014,3,8,Monte Castro,10,Otras,3 ambientes,Usado,1887
